,y,Ygroup,gender,level_of_education,enrollment_mode,ageCategory,ad1,ad2,ad3,ad4,sd1,sd2,sd3,sd4,de1,de2,de3,de4,score1,score2,score3,score4,y2,y3
3062,-2.0,C,m,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3063,-1.0,B,m,m,audit,1970-1985,1.0,1.0,0.9333333333333332,0.9,0.9375,1.0,0.875,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.0,0,0,-1.0,-2.0
3064,-2.0,C,None,None,verified,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.5,-2.0
3065,-1.0,B,m,m,verified,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-1.0,-0.0
3066,-1.0,B,m,p,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3067,-1.0,B,None,None,audit,Null,1.0,1.0,1.0,0.9,1.0,0.6666666666666666,1.0,1.0,1.0,0.7,1.0,0.6666666666666666,1.0,0.0,0,0,-1.0,-2.0
3068,-2.0,C,m,m,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3069,-1.0,B,None,None,verified,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3070,-2.0,C,None,None,audit,1970-1985,1.0,1.0,0.9,0.7,0.875,0.6666666666666666,0.75,0.6666666666666666,0.8666666666666668,0.0,0.16666666666666666,0.0,1.0,0.0,0,0,-0.5,-2.0
3071,-2.0,C,m,m,audit,1985-1990,1.0,0.9,0.9,0.8666666666666666,1.0,0.6666666666666666,0.875,0.6666666666666666,0.9,0.9,0.75,0.875,1.0,0.0,0,0,-1.0,-2.0
3072,-1.0,B,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3073,-2.0,C,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3074,-1.0,B,f,hs,verified,1990-1995,0.8888888888888888,1.0,1.0,0.8,1.0,0.6666666666666666,0.875,1.0,1.0,0.8,1.0,1.0,0.5,0.0,0,0,-1.0,-2.0
3075,-2.0,C,m,m,verified,1970-1985,0.9166666666666666,0.9,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,1.0,0.9,0.8333333333333334,0.75,1.0,0.0,0,0,-1.0,-2.0
3076,-2.0,C,f,None,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3077,-2.0,C,None,None,verified,Null,1.0,1.0,0.8,1.0,1.0,1.0,0.75,1.0,0.9,0.9,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3078,-1.0,B,m,b,audit,1990-1995,1.0,0.8,0.8333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.5,1.0,0.9,0.9,1.0,0.7083333333333333,1.0,0.0,0,0,-1.0,-2.0
3079,-2.0,C,m,b,audit,1970-1985,0.6388888888888888,0.7,1.0,1.0,1.0,0.8333333333333334,0.5,1.0,0.9,0.9,0.8888888888888888,0.75,1.0,0.0,0,0,-0.5,-2.0
3080,-2.0,C,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-0.5,-2.0
3081,-2.0,C,f,m,verified,1985-1990,1.0,1.0,0.9333333333333332,1.0,0.9375,1.0,0.875,1.0,0.9,1.0,1.0,0.7083333333333333,1.0,0.0,0,0,-0.5,-2.0
3082,-2.0,C,m,p,audit,1970-1985,1.0,1.0,0.8666666666666668,1.0,1.0,1.0,0.875,0.6666666666666666,0.9,0.7,0.8333333333333334,0.75,0.5,0.0,0,0,-0.5,-2.0
3083,-0.0,C,f,b,audit,1990-1995,1.0,1.0,1.0,0.7666666666666666,1.0,1.0,0.875,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0,0,-0.5,-0.0
3084,-2.0,C,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3085,-2.0,C,m,m,verified,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3086,-1.0,B,m,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-1.0,-2.0
3087,-0.0,B,m,hs,audit,>1995,0.9166666666666666,1.0,0.9,0.8666666666666668,1.0,0.6666666666666666,0.875,1.0,0.9,0.9,0.8888888888888888,1.0,1.0,0.0,0,0,-0.0,-0.0
3088,-2.0,C,m,b,audit,1970-1985,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,0.8333333333333333,0.3333333333333333,0.0,0,0,-0.5,-2.0
3089,-2.0,C,f,hs,audit,1990-1995,0.9166666666666666,0.7,0.6333333333333333,0.8666666666666668,1.0,0.6666666666666666,0.875,1.0,0.8,0.6666666666666667,0.9166666666666666,0.625,1.0,0.0,0,0,-0.5,-2.0
3090,-2.0,C,f,b,verified,1990-1995,1.0,1.0,0.8333333333333333,1.0,1.0,0.3333333333333333,0.875,1.0,0.8,0.9,0.8888888888888888,0.875,1.0,0.0,0,0,-1.0,-2.0
3091,-2.0,C,m,m,verified,1970-1985,0.8333333333333334,0.8,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.8,1.0,1.0,0.75,1.0,0.0,0,0,-1.0,-2.0
3092,-2.0,C,m,b,verified,1990-1995,1.0,0.9,1.0,0.8,0.9375,1.0,1.0,1.0,0.7666666666666667,0.8,0.8333333333333334,0.875,1.0,0.0,0,0,-1.0,-2.0
3093,-1.0,B,m,hs,verified,>1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-1.0,-2.0
3094,-0.0,C,m,m,verified,1970-1985,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.5,1.0,0.0,0,0,-1.0,-0.0
3095,-2.0,C,m,hs,verified,1990-1995,0.9166666666666666,0.7,0.7333333333333334,0.5,0.875,0.6666666666666666,1.0,1.0,0.6666666666666667,0.6916666666666667,0.8666666666666667,0.625,1.0,0.0,0,0,-1.0,-2.0
3096,-1.0,B,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3097,-1.0,B,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3098,-1.0,B,m,m,audit,1990-1995,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,0.25,1.0,0.0,0,0,-1.0,-2.0
3099,-1.0,B,m,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3100,-2.0,C,f,b,verified,>1995,1.0,1.0,1.0,0.8666666666666668,1.0,0.6666666666666666,0.625,1.0,0.8666666666666668,0.6666666666666667,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3101,-1.0,B,m,b,audit,1985-1990,1.0,0.7,0.9,0.8,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-1.0,-2.0
3102,-2.0,C,f,a,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.5,-2.0
3103,-2.0,C,f,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3104,-1.0,B,f,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3105,-0.0,B,m,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,-0.0
3106,-1.0,B,m,b,verified,1985-1990,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3107,-2.0,C,m,b,audit,1990-1995,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.9,1.0,0.888888888888889,0.8333333333333333,1.0,0.0,0,0,-1.0,-2.0
3108,-1.0,B,m,b,verified,<=1970,1.0,0.8,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,0.6458333333333333,1.0,0.0,0,0,-1.0,-2.0
3109,-2.0,C,m,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3110,-2.0,C,m,hs,audit,1990-1995,0.9166666666666666,0.7,1.0,0.9,0.9375,0.6666666666666666,0.875,1.0,0.8,0.525,0.8333333333333334,0.41666666666666663,1.0,0.0,0,0,-1.0,-2.0
3111,-1.0,B,m,b,audit,1970-1985,1.0,0.9,1.0,0.8666666666666668,1.0,0.6666666666666666,0.75,1.0,1.0,0.9,1.0,0.75,1.0,0.0,0,0,-1.0,-2.0
3112,-1.0,B,f,m,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3113,-2.0,C,m,None,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3114,-2.0,C,None,None,audit,Null,1.0,1.0,0.9,1.0,1.0,1.0,0.75,1.0,1.0,0.9,1.0,1.0,1.0,0.0,0,0,-0.5,-2.0
3115,-1.0,B,None,None,audit,Null,0.9166666666666666,0.9,0.8333333333333333,0.6,0.9375,1.0,0.75,0.8333333333333334,0.7,0.65,1.0,0.5416666666666666,1.0,0.0,0,0,-1.0,-0.0
3116,-2.0,C,f,None,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3117,-2.0,C,m,m,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3118,-0.5,B,m,b,audit,1990-1995,1.0,0.9,1.0,0.9,1.0,1.0,0.875,1.0,0.9,0.8666666666666668,1.0,0.5833333333333333,0.3333333333333333,0.0,0,0,-0.5,-2.0
3119,-2.0,C,m,b,audit,1970-1985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,-1.0,-2.0
3120,-2.0,C,m,b,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3121,-2.0,C,m,b,verified,<=1970,1.0,0.9,1.0,0.6,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3122,-2.0,C,m,b,audit,1970-1985,0.9166666666666666,1.0,0.9,1.0,0.8125,0.5,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0,0,-0.5,-2.0
3123,-1.0,B,m,b,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-0.0
3124,-0.0,C,f,b,verified,1985-1990,1.0,1.0,0.9,1.0,1.0,1.0,0.875,1.0,0.7,0.9,0.9166666666666666,0.875,1.0,0.0,0,0,-1.0,-0.0
3125,-0.0,C,m,a,audit,1990-1995,0.6666666666666666,0.8666666666666666,0.9,0.7,1.0,1.0,1.0,1.0,0.6,0.4333333333333334,0.9166666666666666,0.5833333333333333,1.0,0.0,0,0,-0.5,-0.0
3126,-1.0,B,f,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3127,-1.0,B,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3128,-2.0,C,f,m,audit,1970-1985,0.9166666666666666,0.8,0.75,0.9,1.0,0.6666666666666666,0.75,1.0,0.9,0.6,0.8333333333333334,0.75,0.5,0.0,0,0,-1.0,-2.0
3129,-2.0,C,m,jhs,audit,1990-1995,1.0,1.0,1.0,0.6666666666666667,1.0,0.6666666666666666,1.0,1.0,0.8,1.0,0.9166666666666666,0.75,1.0,0.0,0,0,-0.5,-2.0
3130,-1.0,B,f,m,verified,1970-1985,1.0,0.9,0.8,0.9,1.0,0.8333333333333334,0.875,1.0,1.0,0.9,1.0,0.8,1.0,0.0,0,0,-1.0,-2.0
3131,-2.0,C,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.0,-2.0
3132,-1.0,B,m,m,verified,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3133,-1.0,B,m,m,audit,>1995,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9166666666666666,1.0,1.0,0.0,0,0,-1.0,-2.0
3134,-0.0,B,m,hs,audit,>1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-0.0,-2.0
3135,-1.0,B,m,None,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3136,-2.0,C,m,m,audit,<=1970,0.9166666666666666,0.9,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0,0,-1.0,-2.0
3137,-2.0,C,m,hs,audit,>1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-1.0,-2.0
3138,-2.0,C,m,b,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.5,-2.0
3139,-2.0,C,m,m,audit,1970-1985,0.8333333333333334,1.0,0.8,1.0,1.0,0.5,0.75,1.0,0.9,0.8,0.8888888888888888,1.0,1.0,0.0,0,0,-1.0,-2.0
3140,-1.0,B,m,m,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3141,-1.0,B,f,b,audit,Null,1.0,0.9,0.7333333333333333,1.0,1.0,0.5,0.5,1.0,0.7,0.9,0.9166666666666666,0.875,1.0,0.0,0,0,-1.0,-2.0
3142,-2.0,C,m,m,verified,1970-1985,1.0,0.9,0.9,0.9,1.0,0.8333333333333334,0.875,1.0,1.0,0.8,1.0,0.75,1.0,0.0,0,0,-0.5,-2.0
3143,-2.0,C,m,b,verified,1990-1995,1.0,0.6,1.0,1.0,1.0,1.0,0.875,1.0,0.6,1.0,0.8333333333333334,0.4583333333333333,1.0,0.0,0,0,-1.0,-2.0
3144,-1.0,B,m,b,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3145,-0.0,C,m,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.0,-0.0
3146,-1.0,B,m,b,verified,1990-1995,1.0,1.0,0.8,0.8666666666666668,1.0,0.6666666666666666,0.875,1.0,1.0,0.8,1.0,0.5833333333333333,1.0,0.0,0,0,-1.0,-2.0
3147,-2.0,C,m,a,audit,1970-1985,1.0,0.8,0.9,0.8,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.0,0,0,-1.0,-2.0
3148,-2.0,C,m,m,audit,Null,1.0,1.0,1.0,0.7,0.9375,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666667,0.8333333333333334,0.75,1.0,0.0,0,0,-1.0,-2.0
3149,-1.0,B,m,m,verified,1970-1985,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.8,0.8666666666666666,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3150,-2.0,C,m,p,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3151,-1.0,B,m,b,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3152,-0.5,B,m,m,audit,1985-1990,1.0,0.9,0.6666666666666667,0.8,0.9375,0.6666666666666666,1.0,0.8333333333333334,0.8,0.8,1.0,0.875,1.0,0.0,0,0,-0.5,-2.0
3153,-2.0,C,m,m,audit,1970-1985,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.7083333333333333,1.0,0.0,0,0,-1.0,-2.0
3154,-0.0,C,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.0,-0.0
3155,-1.0,B,m,b,verified,1970-1985,1.0,1.0,1.0,0.8666666666666668,1.0,1.0,1.0,0.6666666666666666,1.0,0.7,1.0,1.0,1.0,0.0,0,0,-1.0,-2.0
3156,-1.0,B,f,None,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3157,-2.0,C,m,p,audit,<=1970,0.9166666666666666,1.0,0.8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3158,-2.0,C,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.5,-2.0
3159,-2.0,C,m,m,verified,1970-1985,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,0.875,0.8333333333333334,1.0,0.9,1.0,0.8125,1.0,0.0,0,0,-1.0,-2.0
3160,-0.5,B,m,b,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,-0.5,-2.0
3161,-2.0,C,m,b,audit,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-0.5,-2.0
3162,-0.5,B,m,b,audit,1970-1985,0.9166666666666666,0.5,1.0,0.8,1.0,0.6666666666666666,1.0,1.0,0.9,0.6666666666666666,0.9166666666666666,0.625,1.0,0.0,0,0,-0.5,-0.0
3163,-2.0,C,m,b,verified,<=1970,0.9166666666666666,0.9,0.74,0.8666666666666668,0.9375,1.0,0.625,0.6666666666666666,0.8,0.7,0.9166666666666666,1.0,1.0,0.0,0,0,-1.0,-2.0
3164,-1.0,B,f,hs,audit,1990-1995,1.0,0.9,1.0,1.0,1.0,1.0,0.875,0.8333333333333334,0.9,0.9,1.0,0.7083333333333333,1.0,0.0,0,0,-1.0,-2.0
3165,-1.0,B,m,m,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3166,-1.0,B,m,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3167,-0.5,B,m,m,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-0.5,-2.0
3168,-2.0,C,m,p,audit,1985-1990,1.0,0.8,0.6666666666666666,1.0,1.0,1.0,0.625,1.0,0.8,1.0,1.0,0.5833333333333334,0.5,0.0,0,0,-1.0,-2.0
3169,-2.0,C,m,b,verified,>1995,0.47222222222222215,0.6,0.7,0.5,0.5,0.6666666666666666,0.375,0.6666666666666666,0.4333333333333333,0.6,0.5833333333333334,0.5833333333333333,0.3333333333333333,0.0,0,0,-0.5,-2.0
3170,-1.0,B,None,None,audit,Null,0.9166666666666666,1.0,1.0,0.8,1.0,1.0,0.875,1.0,0.2,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-0.0
3171,-1.0,B,m,m,verified,<=1970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3172,-2.0,C,None,None,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3173,-2.0,C,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3174,-0.0,C,m,b,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.5,-0.0
3175,-2.0,C,m,b,verified,1970-1985,1.0,0.9,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3176,-0.0,B,m,b,audit,Null,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,-0.0,-2.0
3177,-1.0,B,m,b,verified,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-1.0,-2.0
3178,-2.0,C,f,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3179,-0.5,B,m,m,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.5,-2.0
3180,-1.0,B,f,m,audit,<=1970,1.0,0.9,0.9,1.0,1.0,1.0,0.75,1.0,0.8666666666666668,0.8,0.8333333333333334,0.75,0.5,0.0,0,0,-1.0,-2.0
3181,-2.0,C,None,None,audit,Null,0.9166666666666666,1.0,0.8666666666666668,1.0,0.9375,0.6666666666666666,1.0,1.0,0.9,0.9,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3182,-2.0,C,m,m,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3183,-1.0,B,m,hs,audit,1990-1995,1.0,0.7,0.5666666666666667,0.6,0.875,0.8333333333333334,0.625,1.0,0.8,0.6,0.8333333333333334,0.875,1.0,0.0,0,0,-1.0,-2.0
3184,-2.0,C,f,p,verified,1970-1985,1.0,1.0,1.0,0.9,1.0,0.5,0.875,0.8333333333333334,1.0,1.0,0.8333333333333334,0.625,1.0,0.0,0,0,-1.0,-2.0
3185,-1.0,B,m,m,verified,1985-1990,0.9166666666666666,0.9,0.85,0.8666666666666668,0.8541666666666666,0.8333333333333334,0.75,1.0,0.9,1.0,1.0,0.875,0.3333333333333333,0.0,0,0,-1.0,-2.0
3186,-2.0,C,m,m,verified,1970-1985,1.0,0.8,0.9,0.9,0.9375,1.0,0.75,1.0,1.0,0.8,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3187,-0.0,B,f,b,verified,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0,-0.0,-2.0
3188,-1.0,B,m,jhs,audit,1990-1995,0.9166666666666666,0.8,1.0,0.3,1.0,1.0,0.875,1.0,0.8333333333333333,0.8,0.75,1.0,1.0,0.0,0,0,-1.0,-2.0
3189,-1.0,B,m,b,verified,1990-1995,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.9166666666666666,0.875,1.0,0.0,0,0,-1.0,-2.0
3190,-0.0,B,m,m,verified,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.0,-2.0
3191,-0.0,C,m,b,audit,1985-1990,1.0,0.9,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-0.0
3192,-0.0,C,m,b,audit,1985-1990,1.0,0.9,0.8,0.2,1.0,1.0,1.0,0.0,0.6333333333333333,0.5,0.0,0.0,1.0,0.0,0,0,-0.5,-0.0
3193,-2.0,C,m,m,verified,1985-1990,1.0,0.9,1.0,0.9,1.0,1.0,1.0,1.0,0.8,0.9,0.9166666666666666,0.875,1.0,0.0,0,0,-1.0,-2.0
3194,-1.0,B,f,m,verified,1985-1990,1.0,1.0,1.0,0.9,1.0,0.6666666666666666,0.875,1.0,1.0,0.9,1.0,0.875,1.0,0.0,0,0,-1.0,-2.0
3195,-2.0,C,m,p,audit,1985-1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3196,-2.0,C,m,m,verified,1985-1990,0.3333333333333333,0.6,0.7,0.7,0.4791666666666667,0.8333333333333334,0.75,0.8333333333333334,0.9,0.9,1.0,1.0,1.0,0.0,0,0,-0.5,-2.0
3197,-1.0,B,f,m,audit,1970-1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-2.0
3198,-1.0,B,m,m,audit,1990-1995,0.8333333333333334,0.9,0.6666666666666666,0.8,1.0,1.0,1.0,0.8333333333333334,0.9,0.8,0.8333333333333334,0.75,1.0,0.0,0,0,-1.0,-2.0
3199,-2.0,C,f,hs,audit,1990-1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.5,-2.0
3200,-2.0,C,m,hs,audit,>1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,-0.0,-2.0
3201,-1.0,B,m,hs,audit,1990-1995,1.0,0.9,0.7,0.8,0.9375,1.0,0.75,1.0,1.0,0.725,0.8333333333333334,0.875,1.0,0.0,0,0,-1.0,-2.0
